a:0.200000 yawdd:0.050000 laspx:0.030000 laspy:0.120000---avg:0.665585 mseX:0.682878 mseY:0.944976 mseS:0.813927
a:0.400000 yawdd:0.050000 laspx:0.030000 laspy:0.120000---avg:0.659315 mseX:0.677806 mseY:0.936763 mseS:0.807284
a:0.600000 yawdd:0.050000 laspx:0.030000 laspy:0.120000---avg:0.677888 mseX:0.656649 mseY:0.991237 mseS:0.823943
a:0.800000 yawdd:0.050000 laspx:0.030000 laspy:0.120000---avg:0.668136 mseX:0.671508 mseY:0.963035 mseS:0.817271
a:1.000000 yawdd:0.050000 laspx:0.030000 laspy:0.120000---avg:0.671907 mseX:0.669345 mseY:1.000222 mseS:0.834784
a:1.200000 yawdd:0.050000 laspx:0.030000 laspy:0.120000---avg:0.669682 mseX:0.675857 mseY:0.969613 mseS:0.822735
a:1.400000 yawdd:0.050000 laspx:0.030000 laspy:0.120000---avg:0.673684 mseX:0.674001 mseY:0.982083 mseS:0.828042
a:1.600000 yawdd:0.050000 laspx:0.030000 laspy:0.120000---avg:0.671476 mseX:0.668572 mseY:0.988318 mseS:0.828445
a:1.800000 yawdd:0.050000 laspx:0.030000 laspy:0.120000---avg:0.667008 mseX:0.667971 mseY:0.982662 mseS:0.825316
a:0.200000 yawdd:0.100000 laspx:0.030000 laspy:0.120000---avg:0.671476 mseX:0.668572 mseY:0.988318 mseS:0.828445
a:0.400000 yawdd:0.100000 laspx:0.030000 laspy:0.120000---avg:0.668724 mseX:0.671278 mseY:0.973532 mseS:0.822405
a:0.600000 yawdd:0.100000 laspx:0.030000 laspy:0.120000---avg:0.668388 mseX:0.669524 mseY:0.973672 mseS:0.821598
a:0.800000 yawdd:0.100000 laspx:0.030000 laspy:0.120000---avg:0.671550 mseX:0.678019 mseY:0.959882 mseS:0.818950
a:1.000000 yawdd:0.100000 laspx:0.030000 laspy:0.120000---avg:0.676607 mseX:0.681870 mseY:0.988153 mseS:0.835012
a:1.200000 yawdd:0.100000 laspx:0.030000 laspy:0.120000---avg:0.669390 mseX:0.683307 mseY:0.968005 mseS:0.825656
a:1.400000 yawdd:0.100000 laspx:0.030000 laspy:0.120000---avg:0.672112 mseX:0.687773 mseY:0.979173 mseS:0.833473
a:1.600000 yawdd:0.100000 laspx:0.030000 laspy:0.120000---avg:0.669258 mseX:0.676182 mseY:0.978052 mseS:0.827117
a:1.800000 yawdd:0.100000 laspx:0.030000 laspy:0.120000---avg:0.670983 mseX:0.678204 mseY:0.990786 mseS:0.834495
a:0.200000 yawdd:0.150000 laspx:0.030000 laspy:0.120000---avg:0.665538 mseX:0.675501 mseY:0.968526 mseS:0.822014
a:0.400000 yawdd:0.150000 laspx:0.030000 laspy:0.120000---avg:0.666899 mseX:0.685438 mseY:0.965293 mseS:0.825366
a:0.600000 yawdd:0.150000 laspx:0.030000 laspy:0.120000---avg:0.673321 mseX:0.682825 mseY:0.991658 mseS:0.837242
a:0.800000 yawdd:0.150000 laspx:0.030000 laspy:0.120000---avg:0.665794 mseX:0.672148 mseY:0.974704 mseS:0.823426
a:1.000000 yawdd:0.150000 laspx:0.030000 laspy:0.120000---avg:0.668386 mseX:0.687805 mseY:0.968985 mseS:0.828395
a:1.200000 yawdd:0.150000 laspx:0.030000 laspy:0.120000---avg:0.664760 mseX:0.681226 mseY:0.962516 mseS:0.821871
a:1.400000 yawdd:0.150000 laspx:0.030000 laspy:0.120000---avg:0.666899 mseX:0.685438 mseY:0.965293 mseS:0.825366
a:1.600000 yawdd:0.150000 laspx:0.030000 laspy:0.120000---avg:0.668736 mseX:0.687944 mseY:0.968204 mseS:0.828074
a:1.800000 yawdd:0.150000 laspx:0.030000 laspy:0.120000---avg:0.670287 mseX:0.685314 mseY:0.976289 mseS:0.830802
a:0.200000 yawdd:0.200000 laspx:0.030000 laspy:0.120000---avg:0.667893 mseX:0.679063 mseY:0.975288 mseS:0.827175
a:0.400000 yawdd:0.200000 laspx:0.030000 laspy:0.120000---avg:0.672112 mseX:0.687773 mseY:0.979173 mseS:0.833473
a:0.600000 yawdd:0.200000 laspx:0.030000 laspy:0.120000---avg:0.670287 mseX:0.685314 mseY:0.976289 mseS:0.830802
a:0.800000 yawdd:0.200000 laspx:0.030000 laspy:0.120000---avg:0.665056 mseX:0.679203 mseY:0.959907 mseS:0.819555
a:1.000000 yawdd:0.200000 laspx:0.030000 laspy:0.120000---avg:0.666899 mseX:0.685438 mseY:0.965293 mseS:0.825366
a:1.200000 yawdd:0.200000 laspx:0.030000 laspy:0.120000---avg:0.666899 mseX:0.685438 mseY:0.965293 mseS:0.825366
a:1.400000 yawdd:0.200000 laspx:0.030000 laspy:0.120000---avg:0.670287 mseX:0.685314 mseY:0.976289 mseS:0.830802
a:1.600000 yawdd:0.200000 laspx:0.030000 laspy:0.120000---avg:0.666283 mseX:0.678374 mseY:0.975227 mseS:0.826800
a:1.800000 yawdd:0.200000 laspx:0.030000 laspy:0.120000---avg:0.666899 mseX:0.685438 mseY:0.965293 mseS:0.825366
a:0.200000 yawdd:0.250000 laspx:0.030000 laspy:0.120000---avg:0.670983 mseX:0.678204 mseY:0.990786 mseS:0.834495
a:0.400000 yawdd:0.250000 laspx:0.030000 laspy:0.120000---avg:0.670287 mseX:0.685314 mseY:0.976289 mseS:0.830802
a:0.600000 yawdd:0.250000 laspx:0.030000 laspy:0.120000---avg:0.669099 mseX:0.672042 mseY:0.985329 mseS:0.828686
a:0.800000 yawdd:0.250000 laspx:0.030000 laspy:0.120000---avg:0.670287 mseX:0.685314 mseY:0.976289 mseS:0.830802
a:1.000000 yawdd:0.250000 laspx:0.030000 laspy:0.120000---avg:0.670287 mseX:0.685314 mseY:0.976289 mseS:0.830802
a:1.200000 yawdd:0.250000 laspx:0.030000 laspy:0.120000---avg:0.668440 mseX:0.687085 mseY:0.956346 mseS:0.821715
a:1.400000 yawdd:0.250000 laspx:0.030000 laspy:0.120000---avg:0.666899 mseX:0.685438 mseY:0.965293 mseS:0.825366
